userId	geneSymbol	geneName	entrezgene	gLink
Gr61a	Gr61a	Gustatory receptor 61a	38098	https://www.ncbi.nlm.nih.gov/gene/?term=38098
Zasp66	Zasp66	Z band alternatively spliced PDZ-motif protein 66	38988	https://www.ncbi.nlm.nih.gov/gene/?term=38988
Cdc6	Cdc6	Cdc6	38989	https://www.ncbi.nlm.nih.gov/gene/?term=38989
Tsp66E	Tsp66E	Tetraspanin 66E	39017	https://www.ncbi.nlm.nih.gov/gene/?term=39017
CG4911	CG4911	NA	39043	https://www.ncbi.nlm.nih.gov/gene/?term=39043
Glut1	Glut1	Glucose transporter 1	38109	https://www.ncbi.nlm.nih.gov/gene/?term=38109
CG42673	CG42673	NA	39111	https://www.ncbi.nlm.nih.gov/gene/?term=39111
iab-8	iab-8	iab-8 non-coding RNA	12798430	https://www.ncbi.nlm.nih.gov/gene/?term=12798430
CG17267	CG17267	NA	42454	https://www.ncbi.nlm.nih.gov/gene/?term=42454
CG42322	CG42322	NA	42455	https://www.ncbi.nlm.nih.gov/gene/?term=42455
CG16791	CG16791	NA	42531	https://www.ncbi.nlm.nih.gov/gene/?term=42531
Rassf	Rassf	Ras association family member	42734	https://www.ncbi.nlm.nih.gov/gene/?term=42734
KrT95D	KrT95D	Krueppel target at 95D	42843	https://www.ncbi.nlm.nih.gov/gene/?term=42843
twin	twin	twin	42880	https://www.ncbi.nlm.nih.gov/gene/?term=42880
CG17782	CG17782	NA	42912	https://www.ncbi.nlm.nih.gov/gene/?term=42912
CG13614	CG13614	NA	42911	https://www.ncbi.nlm.nih.gov/gene/?term=42911
CG33970	CG33970	NA	43186	https://www.ncbi.nlm.nih.gov/gene/?term=43186
beat-VII	beat-VII	beat-VII	43213	https://www.ncbi.nlm.nih.gov/gene/?term=43213
CG14253	CG14253	NA	43243	https://www.ncbi.nlm.nih.gov/gene/?term=43243
CG5639	CG5639	NA	43314	https://www.ncbi.nlm.nih.gov/gene/?term=43314
CG43125	CG43125	NA	12798281	https://www.ncbi.nlm.nih.gov/gene/?term=12798281
CG43124	CG43124	NA	12798282	https://www.ncbi.nlm.nih.gov/gene/?term=12798282
kek6	kek6	kek6	43729	https://www.ncbi.nlm.nih.gov/gene/?term=43729
CG43143	CG43143	NA	41256	https://www.ncbi.nlm.nih.gov/gene/?term=41256
CG4702	CG4702	NA	41472	https://www.ncbi.nlm.nih.gov/gene/?term=41472
svp	svp	seven up	41491	https://www.ncbi.nlm.nih.gov/gene/?term=41491
CG44037	CG44037	NA	14462455	https://www.ncbi.nlm.nih.gov/gene/?term=14462455
Ipod	Ipod	Interaction partner of Dnmt2	31954	https://www.ncbi.nlm.nih.gov/gene/?term=31954
sbr	sbr	small bristles	43944	https://www.ncbi.nlm.nih.gov/gene/?term=43944
CG15209	CG15209	NA	32011	https://www.ncbi.nlm.nih.gov/gene/?term=32011
CG42237	CG42237	NA	32261	https://www.ncbi.nlm.nih.gov/gene/?term=32261
dpr8	dpr8	defective proboscis extension response 8	32387	https://www.ncbi.nlm.nih.gov/gene/?term=32387
Cngl	Cngl	Cyclic nucleotide-gated ion channel-like	32468	https://www.ncbi.nlm.nih.gov/gene/?term=32468
Ac13E	Ac13E	Adenylyl cyclase 35C	32485	https://www.ncbi.nlm.nih.gov/gene/?term=32485
disco-r	disco-r	disco-related	64875	https://www.ncbi.nlm.nih.gov/gene/?term=64875
CR44999	CR44999	NA	19835087	https://www.ncbi.nlm.nih.gov/gene/?term=19835087
CG10803	CG10803	NA	31320	https://www.ncbi.nlm.nih.gov/gene/?term=31320
CG42699	CG42699	NA	31507	https://www.ncbi.nlm.nih.gov/gene/?term=31507
CG3108	CG3108	NA	31506	https://www.ncbi.nlm.nih.gov/gene/?term=31506
Grip	Grip	Glutamate receptor binding protein	50391	https://www.ncbi.nlm.nih.gov/gene/?term=50391
CG43867	CG43867	NA	31031	https://www.ncbi.nlm.nih.gov/gene/?term=31031
CG2258	CG2258	NA	31729	https://www.ncbi.nlm.nih.gov/gene/?term=31729
Moe	Moe	Moesin	31816	https://www.ncbi.nlm.nih.gov/gene/?term=31816
Sp1	Sp1	Sp1	31913	https://www.ncbi.nlm.nih.gov/gene/?term=31913
