geneSet	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
IPF1_Q4	http://www.broadinstitute.org/gsea/msigdb/cards/IPF1_Q4	485	11	3.0153602340607097	3.6479886800080856	1.5135176421732233e-4	0.007940016442967296	43314;36377;34132;48973;41491;40464;38988;37654;39772;39860;31913	Btk29A;CG42741;fra;CG5151;Baldspot;Ten-m;Src64B;Zasp66;CG5639;svp;Sp1
MEF2_03	http://www.broadinstitute.org/gsea/msigdb/cards/MEF2_03	487	11	3.0277947092527127	3.633007206989572	1.5696902358419695e-4	0.007940016442967296	50391;48973;34132;35851;38109;41491;37655;38988;50225;64875;39772	Btk29A;twi;ptc;Prosap;CG5151;Src64B;Zasp66;Glut1;svp;disco-r;Grip
YCATTAA_UNKNOWN	http://www.broadinstitute.org/gsea/msigdb/cards/YCATTAA_UNKNOWN	1024	16	6.366451298305498	2.513174019607843	3.121043106040222e-4	0.012639604059543076	38989;37654;50391;40090;36377;35851;41491;45307;37655;42734;40464;36609;64875;43944;39772;31913	Oaz;twi;CG42741;ptc;fra;fz;CG5151;fz2;Ten-m;Cdc6;Rassf;svp;sbr;disco-r;Grip;Sp1
ELK1_01	http://www.broadinstitute.org/gsea/msigdb/cards/ELK1_01	440	10	2.7355845422406437	3.655525846702317	3.123460640743758e-4	0.012639604059543076	39017;50391;48973;34132;41491;31913;38988;37654;31031;42880	Btk29A;CG42741;Src64B;Zasp66;Tsp66E;twin;svp;Grip;CG43867;Sp1
ELF1_Q6	http://www.broadinstitute.org/gsea/msigdb/cards/ELF1_Q6	440	10	2.7355845422406437	3.655525846702317	3.123460640743758e-4	0.012639604059543076	39017;37655;48973;34132;45307;40090;37654;31913;31031;42880	Btk29A;twi;CG42741;fz;fz2;Src64B;Tsp66E;twin;CG43867;Sp1
MEF2_02	http://www.broadinstitute.org/gsea/msigdb/cards/MEF2_02	467	10	2.903449957332683	3.4441785279422263	5.021465601391384e-4	0.01874331336457811	50391;48973;34132;35851;38109;41491;37655;64875;42843;39772	Btk29A;twi;ptc;CG5151;Src64B;Glut1;KrT95D;svp;disco-r;Grip
TTANTCA_UNKNOWN	http://www.broadinstitute.org/gsea/msigdb/cards/TTANTCA_UNKNOWN	1541	20	9.580763135438255	2.0875163822829585	5.24936288629041e-4	0.01874331336457811	48973;34132;37654;31506;50391;38738;43314;31816;36377;35851;40090;35612;39017;38988;50225;39583;36609;37479;64875;31913	Btk29A;Oaz;CngB;CG42741;Tsp42Ec;ptc;fra;Prosap;bbg;fz2;Src64B;ndl;Zasp66;Tsp66E;CG5639;disco-r;CG3108;Grip;Moe;Sp1
ATF1_Q6	http://www.broadinstitute.org/gsea/msigdb/cards/ATF1_Q6	390	9	2.4247226624405704	3.711764705882353	5.820136467988846e-4	0.019269488985752863	43314;37654;31913;39017;50391;48973;34132;37655;39043	Btk29A;twi;CG42741;Src64B;Tsp66E;CG4911;CG5639;Grip;Sp1
KMCATNNWGGA_UNKNOWN	http://www.broadinstitute.org/gsea/msigdb/cards/KMCATNNWGGA_UNKNOWN	170	6	1.0569303913202488	5.676816608996539	6.031635761603038e-4	0.019269488985752863	48973;34132;50391;35851;31913;41491	Btk29A;ptc;Src64B;svp;Grip;Sp1
CTTTGA_LEF1_Q2	http://www.broadinstitute.org/gsea/msigdb/cards/CTTTGA_LEF1_Q2	1843	22	11.458368889430696	1.9199940421095187	7.839812066144924e-4	0.023793829620749846	31506;50391;38738;48973;34132;36377;35851;31913;41491;43314;40090;45307;37655;35612;39017;40464;43944;36609;44548;37654;39772;44013	Btk29A;Oaz;twi;CG42741;Tsp42Ec;ptc;lola;fra;fz;CG5151;fz2;sls;Ten-m;Src64B;ndl;Tsp66E;CG5639;svp;sbr;CG3108;Grip;Sp1
GGGTGGRR_PAX4_03	http://www.broadinstitute.org/gsea/msigdb/cards/GGGTGGRR_PAX4_03	1877	22	11.669754967694747	1.885215247526821	0.0010178073490317852	0.029419479088680648	37654;34132;48973;39017;35612;246490;50391;31816;38738;35851;35215;38109;31913;41491;43314;45307;40090;326219;42734;36609;36377;39860	Pax;Btk29A;Oaz;CG42741;Tsp42Ec;CG30160;ptc;fra;fz;Baldspot;fz2;Sk2;Src64B;ndl;Tsp66E;Glut1;Rassf;CG5639;svp;Grip;Moe;Sp1
GFI1_01	http://www.broadinstitute.org/gsea/msigdb/cards/GFI1_01	612	11	3.8049494087528952	2.890971421248238	0.0011065463171460177	0.030530618841256033	43314;50391;39583;41491;38738;37654;36609;44548;36377;64875;31913	Oaz;CG42741;lola;fra;bbg;ndl;CG5639;svp;disco-r;Grip;Sp1
HFH8_01	http://www.broadinstitute.org/gsea/msigdb/cards/HFH8_01	346	8	2.1511642082165063	3.7189164683214324	0.001200949408687202	0.03169462135100572	41491;43314;34132;48973;37655;37654;44297;44013	Btk29A;twi;CG42741;ome;sls;Src64B;CG5639;svp
TEF_Q6	http://www.broadinstitute.org/gsea/msigdb/cards/TEF_Q6	435	9	2.7044983542606365	3.3277890466531437	0.0012694100199015512	0.03210549508667673	50391;36377;43314;37655;37654;36609;64875;44297;44013	Oaz;twi;CG42741;fra;ome;sls;CG5639;disco-r;Grip
STAT5B_01	http://www.broadinstitute.org/gsea/msigdb/cards/STAT5B_01	444	9	2.7604534926246496	3.2603338632750396	0.0014651811246203517	0.03488938769358391	37654;31913;34132;48973;44297;43314;37655;36609;32261	Btk29A;Oaz;twi;CG42741;ome;Src64B;CG5639;CG42237;Sp1
TFIII_Q6	http://www.broadinstitute.org/gsea/msigdb/cards/TFIII_Q6	358	8	2.225771059368524	3.5942600503888706	0.0014944383526082072	0.03488938769358391	41491;35851;35612;39017;45307;40090;50225;31913	Tsp42Ec;ptc;Prosap;fz;fz2;Tsp66E;svp;Sp1
SMAD3_Q6	http://www.broadinstitute.org/gsea/msigdb/cards/SMAD3_Q6	449	9	2.791539680604657	3.2240272500982576	0.0015841000148313356	0.03561291514824521	44297;43314;41491;40090;45307;37654;50225;44013;31031	CG42741;Prosap;fz;ome;fz2;sls;CG5639;svp;CG43867
PPARA_01	http://www.broadinstitute.org/gsea/msigdb/cards/PPARA_01	83	4	0.5160307204681215	7.751476494212142	0.0016965215451203441	0.03677816349600174	37654;41491;48973;34132	Btk29A;CG42741;Src64B;svp
GATA1_03	http://www.broadinstitute.org/gsea/msigdb/cards/GATA1_03	460	9	2.859929294160673	3.14693094629156	0.0018733308464484733	0.039210752544628386	43314;50391;31816;37655;45307;40090;64875;31913;37654	twi;CG42741;fz;fz2;CG5639;disco-r;Grip;Moe;Sp1
SRF_Q5_01	http://www.broadinstitute.org/gsea/msigdb/cards/SRF_Q5_01	464	9	2.8847982445446787	3.1198022312373226	0.0019885044505809635	0.0402340733834215	37654;35851;38109;41491;35215;42734;38988;44013;64875	Pax;CG42741;ptc;sls;Zasp66;Glut1;Rassf;svp;disco-r
WGTTNNNNNAAA_UNKNOWN	http://www.broadinstitute.org/gsea/msigdb/cards/WGTTNNNNNAAA_UNKNOWN	986	14	6.130196269657443	2.2837767967227456	0.0021271754197862425	0.041565721371784756	37654;50391;41491;31816;31913;40090;45307;38738;37655;36609;44548;64875;43944;44013	Oaz;twi;CG42741;lola;fz;fz2;sls;ndl;svp;sbr;disco-r;Grip;Moe;Sp1
OCT1_Q6	http://www.broadinstitute.org/gsea/msigdb/cards/OCT1_Q6	566	10	3.518956479336828	2.8417515416060417	0.0021912736143280265	0.041565721371784756	34132;48973;50391;41491;45307;40090;37654;44548;37479;31913	Btk29A;CngB;CG42741;lola;fz;fz2;Src64B;svp;Grip;Sp1
FREAC7_01	http://www.broadinstitute.org/gsea/msigdb/cards/FREAC7_01	302	7	1.8776057539924418	3.728152188027529	0.002461102514318636	0.04473222160601577	35218;50391;35851;37655;44548;64875;44013	CG16771;twi;ptc;lola;sls;disco-r;Grip
AP4_Q5	http://www.broadinstitute.org/gsea/msigdb/cards/AP4_Q5	482	9	2.9967085212727054	3.003295093971198	0.0025794665172647058	0.04473222160601577	41491;45307;40090;35851;38738;37654;31913;64875;44013	CG42741;ptc;fz;fz2;sls;ndl;svp;disco-r;Sp1
TBP_01	http://www.broadinstitute.org/gsea/msigdb/cards/TBP_01	579	10	3.599780568084847	2.7779471028480476	0.0025907760036911753	0.04473222160601577	50391;38109;45307;40090;37655;39111;31506;43314;64875;39772	twi;fz;CG5151;fz2;Glut1;CG42673;CG5639;disco-r;CG3108;Grip
SRF_Q4	http://www.broadinstitute.org/gsea/msigdb/cards/SRF_Q4	484	9	3.0091429964647083	2.990884783665532	0.002652981841542945	0.04473222160601577	37654;50391;35851;41491;35215;42734;38988;44013;64875	Pax;CG42741;ptc;sls;Zasp66;Rassf;svp;disco-r;Grip
ETS2_B	http://www.broadinstitute.org/gsea/msigdb/cards/ETS2_B	402	8	2.499329513592588	3.20085845283387	0.0030929495502576287	0.050741091270442726	43314;37654;31913;48973;34132;37655;326205;31031	Btk29A;twi;CG42741;Claspin;Src64B;CG5639;CG43867;Sp1
HNF3B_01	http://www.broadinstitute.org/gsea/msigdb/cards/HNF3B_01	499	9	3.10240156040473	2.900978427443121	0.003259362911776975	0.051998863034597165	48973;34132;43314;40464;37654;36609;37655;42734;31913	Btk29A;Oaz;twi;CG42741;Ten-m;Src64B;Rassf;CG5639;Sp1
FOXD3_01	http://www.broadinstitute.org/gsea/msigdb/cards/FOXD3_01	504	9	3.1334877483847374	2.8721988795518207	0.0034843347623072507	0.051998863034597165	48973;34132;36377;41491;37655;43314;37654;64875;43944	Btk29A;twi;CG42741;fra;Src64B;CG5639;svp;sbr;disco-r
TGACAGNY_MEIS1_01	http://www.broadinstitute.org/gsea/msigdb/cards/TGACAGNY_MEIS1_01	1404	17	8.729001584786054	1.9475308641975306	0.003595356689200968	0.051998863034597165	48973;34132;37654;39583;31816;35851;41491;45307;40090;43944;50225;31506;64875;44297;44013;31913;42880	Btk29A;CG42741;ptc;Prosap;fz;bbg;ome;fz2;sls;Src64B;twin;svp;sbr;disco-r;CG3108;Moe;Sp1
RNGTGGGC_UNKNOWN	http://www.broadinstitute.org/gsea/msigdb/cards/RNGTGGGC_UNKNOWN	1404	17	8.729001584786054	1.9475308641975306	0.003595356689200968	0.051998863034597165	37654;50391;38738;48973;34132;41256;35851;31913;35215;45307;40090;43314;32261;50225;31506;44013;42843	Pax;Btk29A;CG42741;ptc;Prosap;fz;fz2;sls;Src64B;ndl;KrT95D;CG5639;CG43143;CG42237;CG3108;Grip;Sp1
OCT1_07	http://www.broadinstitute.org/gsea/msigdb/cards/OCT1_07	241	6	1.4983542606363527	4.004393458628265	0.00359794439448613	0.051998863034597165	48973;34132;36377;41491;45307;40090	Btk29A;fra;fz;fz2;Src64B;svp
FOXO3_01	http://www.broadinstitute.org/gsea/msigdb/cards/FOXO3_01	332	7	2.064122881872486	3.391270966217812	0.004169780943481971	0.058861791457989684	35851;41491;40464;37654;36609;39860;44013	Oaz;CG42741;ptc;Baldspot;sls;Ten-m;svp
CCAWWNAAGG_SRF_Q4	http://www.broadinstitute.org/gsea/msigdb/cards/CCAWWNAAGG_SRF_Q4	250	6	1.5543093990003658	3.860235294117647	0.004307042264692473	0.059219881686276676	37654;35851;42734;38988;44013;31913	CG42741;ptc;sls;Zasp66;Rassf;Sp1
ETS1_B	http://www.broadinstitute.org/gsea/msigdb/cards/ETS1_B	428	8	2.6609776910886263	3.006413780465457	0.0045330295414218735	0.059219881686276676	48973;34132;37655;37654;31913;39860;35222;31031	CG10237;Btk29A;twi;CG42741;Baldspot;Src64B;CG43867;Sp1
FOX_Q2	http://www.broadinstitute.org/gsea/msigdb/cards/FOX_Q2	525	9	3.264049737900768	2.757310924369748	0.004567370929062342	0.059219881686276676	37654;31913;36377;43314;37655;45307;40090;44548;44013	twi;CG42741;lola;fra;fz;fz2;sls;CG5639;Sp1
OCT1_01	http://www.broadinstitute.org/gsea/msigdb/cards/OCT1_01	628	10	3.904425210288919	2.561196453103534	0.004658242207199903	0.059219881686276676	34132;48973;41491;45307;40090;37654;36609;44548;31506;31913	Btk29A;Oaz;CG42741;lola;fz;fz2;Src64B;svp;CG3108;Sp1
AREB6_04	http://www.broadinstitute.org/gsea/msigdb/cards/AREB6_04	527	9	3.276484213092771	2.7468467462886483	0.00468295604767921	0.059219881686276676	37654;50391;44297;35215;40090;45307;36609;43944;39860	Pax;Oaz;CG42741;fz;ome;Baldspot;fz2;sbr;Grip
GATA1_04	http://www.broadinstitute.org/gsea/msigdb/cards/GATA1_04	533	9	3.3137876386687797	2.715925394548063	0.005043576686130424	0.06114281166889114	38738;43314;37655;45307;40090;37654;39583;44548;64875	twi;CG42741;lola;fz;bbg;fz2;ndl;CG5639;disco-r
GATA1_05	http://www.broadinstitute.org/gsea/msigdb/cards/GATA1_05	533	9	3.3137876386687797	2.715925394548063	0.005043576686130424	0.06114281166889114	43314;37654;36377;41491;37655;38738;39583;44548;38109	twi;CG42741;lola;fra;bbg;ndl;Glut1;CG5639;svp
AP4_Q6	http://www.broadinstitute.org/gsea/msigdb/cards/AP4_Q6	437	8	2.7169328294526394	2.944496791851752	0.005137204934289041	0.06114281166889114	34132;48973;41491;35851;38738;37654;31913;44013	Btk29A;CG42741;ptc;sls;Src64B;ndl;svp;Sp1
RYTAAWNNNTGAY_UNKNOWN	http://www.broadinstitute.org/gsea/msigdb/cards/RYTAAWNNNTGAY_UNKNOWN	261	6	1.6226990125563818	3.69754338517016	0.005308994970140146	0.0619723066706744	34132;48973;37654;31913;40090;45307	Btk29A;CG42741;fz;fz2;Src64B;Sp1
T3R_Q6	http://www.broadinstitute.org/gsea/msigdb/cards/T3R_Q6	441	8	2.741801779836645	2.917789337957405	0.005424901310604691	0.062130473500699	35218;34132;48973;43314;64875;36377;39860;44013	CG16771;Btk29A;fra;Baldspot;sls;Src64B;CG5639;disco-r
TGACATY_UNKNOWN	http://www.broadinstitute.org/gsea/msigdb/cards/TGACATY_UNKNOWN	1102	14	6.851395830793613	2.043379239172983	0.0059534885417699135	0.06547863872961669	48973;34132;37654;31913;50391;38109;41491;35215;37655;39111;40464;39583;43314;36609	Pax;Btk29A;Oaz;twi;CG42741;bbg;Ten-m;Src64B;Glut1;CG42673;CG5639;svp;Grip;Sp1
YTAATTAA_LHX3_01	http://www.broadinstitute.org/gsea/msigdb/cards/YTAATTAA_LHX3_01	448	8	2.7853224430086554	2.8721988795518207	0.005958108972310638	0.06547863872961669	36377;40090;45307;36609;44548;64875;31913;37654	Oaz;CG42741;lola;fra;fz;fz2;disco-r;Sp1
TST1_01	http://www.broadinstitute.org/gsea/msigdb/cards/TST1_01	548	9	3.4070462026088015	2.6415843709746674	0.006040862881150799	0.06547863872961669	37654;50391;48973;34132;41491;37655;64875;33437;31913	CG3515;Btk29A;twi;CG42741;Src64B;svp;disco-r;Grip;Sp1
RSRFC4_01	http://www.broadinstitute.org/gsea/msigdb/cards/RSRFC4_01	452	8	2.810191393392661	2.8467811903522473	0.006280376629406503	0.06688050200087277	50391;35851;41491;37655;50225;39772;31913;37654	twi;CG42741;ptc;Prosap;CG5151;svp;Grip;Sp1
NF1_Q6	http://www.broadinstitute.org/gsea/msigdb/cards/NF1_Q6	454	8	2.822625868584664	2.8342403040511357	0.006446443348668063	0.067413925313912	43314;35612;246490;50391;38109;36609;37654;31913	Oaz;CG42741;Tsp42Ec;CG30160;Glut1;CG5639;Grip;Sp1
FOXO4_02	http://www.broadinstitute.org/gsea/msigdb/cards/FOXO4_02	456	8	2.835060343776667	2.821809425524596	0.006615856027583744	0.067413925313912	37654;31506;38738;35851;36609;37479;39860;44013	Oaz;CngB;CG42741;ptc;Baldspot;sls;ndl;CG3108
ETS_Q4	http://www.broadinstitute.org/gsea/msigdb/cards/ETS_Q4	362	7	2.2506400097525296	3.1102264110063915	0.006663649948656869	0.067413925313912	48973;34132;37655;35215;37654;31913;36609	Pax;Btk29A;Oaz;twi;CG42741;Src64B;Sp1
IRF_Q6	http://www.broadinstitute.org/gsea/msigdb/cards/IRF_Q6	364	7	2.2630744849445326	3.093137254901961	0.006862602955749253	0.0677295638525587	38109;37655;33437;44013;31031;31913;37654	CG3515;twi;CG42741;sls;Glut1;CG43867;Sp1
AP1_Q2_01	http://www.broadinstitute.org/gsea/msigdb/cards/AP1_Q2_01	560	9	3.4816530537608195	2.5849789915966386	0.006944302674454894	0.0677295638525587	37654;50391;44297;48973;34132;43314;50225;31506;44013	Btk29A;CG42741;Prosap;ome;sls;Src64B;CG5639;CG3108;Grip
MEF2_Q6_01	http://www.broadinstitute.org/gsea/msigdb/cards/MEF2_Q6_01	666	10	4.140680238936975	2.4150621209444734	0.007029592294417131	0.0677295638525587	43314;50391;48973;34132;38109;38738;64875;42843;39772;44297	Btk29A;ome;CG5151;Src64B;ndl;Glut1;KrT95D;CG5639;disco-r;Grip
GATA3_01	http://www.broadinstitute.org/gsea/msigdb/cards/GATA3_01	462	8	2.872363769352676	2.7851625498684323	0.007144602193302152	0.0677620864271001	48973;34132;43314;37654;31816;40090;45307;64875	Btk29A;CG42741;fz;fz2;Src64B;CG5639;disco-r;Moe
NKX62_Q2	http://www.broadinstitute.org/gsea/msigdb/cards/NKX62_Q2	369	7	2.29416067292454	3.0512248259737498	0.0073794631761576746	0.06824868642658087	43314;34132;48973;50391;37655;44548;64875	Btk29A;twi;lola;Src64B;CG5639;disco-r;Grip
CDPCR3HD_01	http://www.broadinstitute.org/gsea/msigdb/cards/CDPCR3HD_01	465	8	2.89101548214068	2.76719375922412	0.007420779743252615	0.06824868642658087	50391;41491;48973;34132;37655;39583;44297;44013	Btk29A;twi;bbg;ome;sls;Src64B;svp;Grip
TGACCTY_ERR1_Q2	http://www.broadinstitute.org/gsea/msigdb/cards/TGACCTY_ERR1_Q2	1772	19	11.016945020114592	1.7246160315141859	0.007666748444064009	0.06826066069180067	48973;34132;35218;43314;39017;50391;38109;31913;45307;40090;37654;64875;38738;42843;39772;33437;36609;44013;36377	CG16771;CG3515;Btk29A;Oaz;CG42741;fra;fz;CG5151;fz2;sls;Src64B;ndl;Tsp66E;Glut1;KrT95D;CG5639;disco-r;Grip;Sp1
AAANWWTGC_UNKNOWN	http://www.broadinstitute.org/gsea/msigdb/cards/AAANWWTGC_UNKNOWN	374	7	2.325246860904547	3.010433050225438	0.007924894657995729	0.06826066069180067	50391;41491;40090;45307;37654;64875;31913	CG42741;fz;fz2;svp;disco-r;Grip;Sp1
CHX10_01	http://www.broadinstitute.org/gsea/msigdb/cards/CHX10_01	572	9	3.556259904912837	2.5307486631016043	0.007949289074104637	0.06826066069180067	50391;48973;34132;36377;41491;40090;45307;36609;31913	Btk29A;Oaz;fra;fz;fz2;Src64B;svp;Grip;Sp1
TTANWNANTGGM_UNKNOWN	http://www.broadinstitute.org/gsea/msigdb/cards/TTANWNANTGGM_UNKNOWN	128	4	0.7958064122881873	5.026348039215686	0.008026167948257168	0.06826066069180067	43314;50391;31913;37654	CG42741;CG5639;Grip;Sp1
CART1_01	http://www.broadinstitute.org/gsea/msigdb/cards/CART1_01	472	8	2.9345361453126904	2.726154868727152	0.008096816424727593	0.06826066069180067	50391;48973;34132;35851;38738;36609;40453;64875	Btk29A;Oaz;ptc;olf413;Src64B;ndl;disco-r;Grip
HOXA4_Q2	http://www.broadinstitute.org/gsea/msigdb/cards/HOXA4_Q2	472	8	2.9345361453126904	2.726154868727152	0.008096816424727593	0.06826066069180067	37654;50391;44297;36377;41491;43944;50225;31913	CG42741;fra;Prosap;ome;svp;sbr;Grip;Sp1
YYCATTCAWW_UNKNOWN	http://www.broadinstitute.org/gsea/msigdb/cards/YYCATTCAWW_UNKNOWN	477	8	2.965622333292698	2.697578821885148	0.008607627000091544	0.07157300806925435	43314;48973;34132;31816;31913;37654;32261;39860	Btk29A;CG42741;Baldspot;Src64B;CG5639;CG42237;Moe;Sp1
TITF1_Q3	http://www.broadinstitute.org/gsea/msigdb/cards/TITF1_Q3	582	9	3.6184322808728515	2.487265009096422	0.008869559774111524	0.07275436193088777	43314;36377;35215;31913;37655;37654;50225;64875;36609	Pax;Oaz;twi;CG42741;fra;Prosap;CG5639;disco-r;Sp1
FREAC3_01	http://www.broadinstitute.org/gsea/msigdb/cards/FREAC3_01	385	7	2.393636474460563	2.9244206773618537	0.009230015656525703	0.07389753278230365	43314;44297;36609;44548;64875;44013;42734	Oaz;lola;ome;sls;Rassf;CG5639;disco-r
NFAT_Q6	http://www.broadinstitute.org/gsea/msigdb/cards/NFAT_Q6	483	8	3.002925758868707	2.6640685259611088	0.00925240937636751	0.07389753278230365	44297;31913;41491;43314;37654;64875;31506;38738	CG42741;ome;ndl;CG5639;svp;disco-r;CG3108;Sp1
OCT1_B	http://www.broadinstitute.org/gsea/msigdb/cards/OCT1_B	589	9	3.6619529440448617	2.457704983521422	0.009560963592765703	0.07537019351699717	34132;48973;50391;45307;40090;37655;37654;36609;31913	Btk29A;Oaz;twi;CG42741;fz;fz2;Src64B;Grip;Sp1
NFKB_Q6	http://www.broadinstitute.org/gsea/msigdb/cards/NFKB_Q6	489	8	3.0402291844447156	2.631380568587353	0.0099330196441908	0.07729926825671558	41491;35612;39017;36609;64875;39860;31913;38738	Oaz;Tsp42Ec;Baldspot;ndl;Tsp66E;svp;disco-r;Sp1
OCT1_02	http://www.broadinstitute.org/gsea/msigdb/cards/OCT1_02	393	7	2.443374375228575	2.8648904854562693	0.010274562842788715	0.07894505880471836	50391;45307;40090;40464;36609;44548;64875	Oaz;lola;fz;fz2;Ten-m;disco-r;Grip
WWTAAGGC_UNKNOWN	http://www.broadinstitute.org/gsea/msigdb/cards/WWTAAGGC_UNKNOWN	302	6	1.8776057539924418	3.1955590183093103	0.010590263396534016	0.08035362352120186	50391;38109;41491;37654;44013;64875	CG42741;sls;Glut1;svp;disco-r;Grip
NFY_Q6_01	http://www.broadinstitute.org/gsea/msigdb/cards/NFY_Q6_01	601	9	3.736559795196879	2.408632671038465	0.010841404295202084	0.08124360996527982	37654;31913;50391;38109;35851;44548;32261;36609;41256	Oaz;CG42741;ptc;lola;Glut1;CG43143;CG42237;Grip;Sp1
OCT1_05	http://www.broadinstitute.org/gsea/msigdb/cards/OCT1_05	606	9	3.7676459831768865	2.3887594641817125	0.011411867622425742	0.08447565422941983	34132;48973;45307;40090;36609;44548;31506;64875;31913	Btk29A;Oaz;lola;fz;fz2;Src64B;disco-r;CG3108;Sp1
EN1_01	http://www.broadinstitute.org/gsea/msigdb/cards/EN1_01	222	5	1.3802267463123248	3.6225931814167107	0.011857825660162913	0.08587915759494705	50391;36377;43944;39583;43314	fra;bbg;CG5639;sbr;Grip
GATAAGR_GATA_C	http://www.broadinstitute.org/gsea/msigdb/cards/GATAAGR_GATA_C	610	9	3.7925149335608923	2.3730954676952747	0.011884430375577515	0.08587915759494705	43314;38738;38109;41491;45307;40090;37654;39583;33437	CG3515;CG42741;fz;bbg;fz2;ndl;Glut1;CG5639;svp
FOXJ2_01	http://www.broadinstitute.org/gsea/msigdb/cards/FOXJ2_01	311	6	1.9335608923564551	3.1030830338566293	0.012125327735848068	0.08658910512540915	43314;36377;37655;37654;44548;44013	twi;CG42741;lola;fra;sls;CG5639
SP1_Q2_01	http://www.broadinstitute.org/gsea/msigdb/cards/SP1_Q2_01	411	7	2.5552846519566015	2.739420829158914	0.012939843173244148	0.09133121867626974	45307;40090;31913;41491;37654;35851;36609	Oaz;CG42741;ptc;fz;fz2;svp;Sp1
PR_Q2	http://www.broadinstitute.org/gsea/msigdb/cards/PR_Q2	620	9	3.854687309520907	2.334819734345351	0.013130724838827934	0.09161321812837421	50391;41491;31913;37654;39583;38738;42843;39860;44013	CG42741;bbg;Baldspot;sls;ndl;KrT95D;svp;Grip;Sp1
CTAWWWATA_RSRFC4_Q2	http://www.broadinstitute.org/gsea/msigdb/cards/CTAWWWATA_RSRFC4_Q2	627	9	3.8982079726929175	2.3087531663383056	0.014060087623326556	0.09698264985635477	50391;44297;43314;35851;38109;41491;37655;64875;39772	twi;ptc;ome;CG5151;Glut1;CG5639;svp;disco-r;Grip
