GO ID	GO category	FDR	Enrichment Ratio	Genes
GO:0007017	microtubule-based process	2.54e-8	1.283967231757137	Hsp83, Nop17l, Lsd-2, CG3339, Dhc36C, ft, CG9492, Ran, Dhc93AB, betaTub56D, btv, Jupiter, tral, CG45105, CycB, wisp, Dhc62B, stg, rempA, Mtor, alphaTub84B, dup, Oseg2, DCX-EMAP, SRPK, ctp, Khc, CHORD, Cp190, gammaTub37C, polo, Klp54D, Mapmodulin, heph, osk, tws, grp, asp, CG10958, TER94, CG34425, Lam, CG13074, Klp10A, alphaTub67C, CG9313, CG14535, mts, dila, chb, Rcd5, CG15306, CG15701, Kif3C, Cks30A, del, gwl, Rcd7, CG7716, capt, CG18190, pk, emb, fwd, Fmr1, CG17669, mud, Mks1, pav, CG15923, CG6652, CG32392, dsh, mtsh, CG10845, slmb, dpa, mars, stau, Rcd1, Girdin, Non2, cnn, Dlic, msps, Chro, PCNA, CG2104, Incenp, btz, Kat60, Klp59C, mago, Rab11, kat-60L1, CG15676, sktl, CG1571, CG14651, cpb, g, Dhc98D, tum, feo, cmet, CG2955, cnc, Galphai, Sgt1, tsr, Dic61B, CG14921, alphaTub85E, Cdlc2, nompB, CG32396, jvl, cno, Map60, CG30259, Patronin, Nup154, Lis-1, nod, mael, Grip84, CG17387, CG13526, Prosbeta5, CG3121, nudE, mop, BBS4, CG15161, Spc25, stai, Atg1, pelo, ens, Klp3A, dar1, CG8509, l(2)gl, CG31803, egh, CCDC151, CG10839, milt, CG42366, Tektin-A, pim, Dlc90F, CG31802, Grip128, CG32371, CG7744, cbs, CG5142, asl, Apc2, Kap3, l(2)41Ab, larp, par-1, CG6971, robl62A, tacc, yuri, tilB, Cby, nsr, ssp6, gammaCOP, CG4525, CG3085, sofe, TBCB, TpnC41C, Pp2A-29B, lds, CG32232, WASp, nuf, CG13930, wdb, Klc, Khc-73, CG7131, Myb, CG9406, Topors, bchs, BicD, Sdic1, Apc, Aplip1, Rbsn-5, ncd, Map205, CG16837, cdc14, CG18109, msd1, Mst84Dd, Eb1, mad2, klar, CG6664, Zmynd10, Pka-C1, Mst84Db, 14-3-3epsilon, Mis12, Ank2, CG10859, cid, CG10793, Dhc16F, Ten-m, Dhc64C, Kif19A, cana, aPKC, bond, Rcd6, armi, Eip63F-1, Rok, ana1, Rab6, cos, CG11638, Synd, Chc, par-6, pbl, CG10834, egl, smt3, betaTub85D, Oseg4, Klp98A, futsch, CG7794, Pp4-19C, Klp68D, cpa, Grip71, Tektin-C, Rab1, kat80, Wee1, CG9279, CG17003, Klp59D, CG8800, Sas-4, baz, ifc, robls54B, CG14763, Skeletor, sub, wac, sw, mlt, wash, CG33052, CG31907, CG10510, Liprin-alpha, spas, Klp67A, ric8a, CG3259, ball, Mink, ana2, Moe, TpnC4, thr, CG17528, Mob4, CG9286, alphaTub84D, didum, robl37BC, mip130, CG5458, CG8407, Prosbeta7
GO:0000904	cell morphogenesis involved in differentiation	2.54e-8	1.2791253821347213	stan, ft, Dscam1, bif, conv, NT1, CG9705, hdc, sbb, nompA, erm, Ptp61F, side, otk, grh, haf, Abi, Hsc70-4, Khc, Wnk, lola, fs(1)Yb, nos, brat, nudC, ham, kis, CG44153, Dscam3, dac, E(Pc), ab, Scm, gogo, Ulp1, kn, TER94, beat-Va, Nedd4, nub, mid, sav, Hr51, CadN2, sad, Dab, kuz, RunxA, neo, chb, Vav, spen, ssh, ss, spz, Sos, jing, beat-IIb, pum, for, retn, Actbeta, Psc, Nf-YC, Abl, tup, Pak3, chn, Src64B, kra, capt, G9a, beat-IIa, pk, beat-Ic, Toll-7, dpr11, Fmr1, beat-Vb, Poxm, mud, Stat92E, Nak, Efhc1.1, dsh, RhoGAP100F, hep, slmb, grn, Br140, CG6701, Wnt4, hop, Girdin, XNP, cnn, enok, chif, acj6, Dlic, msps, ara, Wnt2, beat-Ia, N, RhoGEF2, D, ago, bon, kat-60L1, unc-5, CadN, daw, Prosap, btl, Dscam4, ftz-f1, robo3, Ptp10D, dock, Toll-6, Mbs, RhoGAP71E, usp, Lim3, msn, tum, frac, Rab5, trc, en, ko, cnc, stl, Pi3K92E, wts, Mp, CG34401, tsr, Drl-2, Oli, Gnf1, pod1, mmy, Optix, ds, sff, tap, SMC1, wrapper, Lis-1, shg, klg, pdm3, Traf4, Cdc42, dom, velo, CG42797, nudE, CG41099, Ptp69D, Pak, cyr, Cont, CG11584, dar1, Rab35, DAAM, oc, egh, comm, jbug, spri, beat-Ib, run, beat-IV, CG6867, raptor, lva, Gprk2, Liprin-beta, CG12717, fs(1)h, comm3, brm, Dref, RhoGAP93B, Med, amos, NetB, Dbx, Ire1, Chi, Ptpmeg, spz5, CkIIalpha, nerfin-1, mirr, sick, Dl, Kr, mey, alpha-Cat, Tm1, beat-Vc, CG32564, ninaG, Nrk, WASp, zye, gukh, put, Dscam2, Bap55, crb, fru, SoxN, gcm2, p120ctn, Fas1, E(z), CG7166, nvy, cher, 14-3-3epsilon, Cul3, Ank2, drl, Ten-m, Dhc64C, nyo, aPKC, CdGAPr, ap, tok, ph-p, CG34353, Rok, Rab6, psidin, sens, pbl, beat-VI, cta, parvin, smt3, bur, futsch, chic, PlexA, Rab1, SCAR, NetA, RhoGAPp190, Sec15, ena, fax, tai, baz, Hem, Alk, trx, fz, pho, Smox, Patj, Rac1, Ptp52F, Ptp4E, hh, eve, babo, Liprin-alpha, E(spl)m8-HLH, spas, beat-IIIc, Src42A, trio, tsl, Shc, m, Ras85D, Wnt5, EcR, rictor, Tor, wnd, Moe, Trim9, tutl, Cdk5alpha, Arpc1, CG2116, vvl, Vang, gcm, sqz, eya
GO:0009880	embryonic pattern specification	8.88e-8	1.409235262521821	Hsp83, pip, stan, swa, arm, enc, Gug, gcl, bic, prd, Khc, nos, exu, kis, psq, cic, osk, cad, Tl, bcd, kn, TER94, Antp, rump, pnr, kni, Abd-B, odd, dome, pb, rdx, spz, apt, jing, pum, retn, Dfd, hb, lin, Stat92E, tll, gsb-n, dsh, slmb, hop, Pc, stau, twe, scw, msps, lic, Wnt2, N, btz, mago, D, Rab11, sob, Mad, croc, en, pygo, cnc, RasGAP1, lgs, dos, slp2, lwr, lilli, Ssdp, shg, cnk, mael, ftz, glo, Mer, btd, Ge-1, Dsor1, l(2)gl, oc, run, SmD3, tsg, Axn, Grip128, AGO1, fs(1)h, gus, sgl, Apc2, Chi, par-1, Dl, Kr, spir, gsb, Tm1, Apc, Rbsn-5, SoxN, lost, scrib, tsh, klar, Pka-C1, spn-E, tio, aPKC, fs(1)M3, csw, armi, opa, tld, Rab6, sax, Chc, dpp, orb, egl, wg, chic, tud, Grip71, fs(1)N, edl, baz, Tnks, rl, fz, hh, bowl, eve, Syx1A, slp1, clos, tsl, Shc, Ras85D, loco, Moe, mira, tor, didum, Ubx, Doa, gcm
GO:0042330	taxis	1.16e-7	1.3130784140586746	stan, Dscam1, bif, conv, NT1, Dop1R1, Pen, l(3)L1231, sbb, erm, TrpA1, Ptp61F, side, otk, haf, Abi, rdgC, Hsc70-4, Khc, Wnk, lola, brat, kis, CG44153, Dscam3, dac, E(Pc), ab, Tl, gogo, beat-Va, Nedd4, mid, Hr51, CadN2, sad, Dab, kuz, chb, Vav, spen, iav, spz, Sos, jing, beat-IIb, for, retn, Psc, Nf-YC, Abl, tup, Src64B, kra, capt, beat-IIa, pk, beat-Ic, Toll-7, dpr11, Fmr1, beat-Vb, mud, Nmdar1, pyx, dsh, RhoGAP100F, hep, grn, Br140, Wnt4, nan, XNP, nmo, enok, CG34402, chif, acj6, msps, tim, svp, beat-Ia, N, Hdc, D, ago, bon, unc-5, CadN, daw, Dscam4, robo3, Ptp10D, dock, Toll-6, HisCl1, Lim3, msn, Mad, en, ko, CG32206, Mp, CG34401, Drl-2, Oli, pod1, mmy, CG10543, tap, wrapper, Lis-1, shg, klg, Lrt, pdm3, bnl, Cdc42, Gr28b, Clic, dom, velo, Pdfr, Ptp69D, Pak, Con, Cont, DAAM, egh, comm, jbug, beat-Ib, Nup205, CCDC151, run, beat-IV, Gycalpha99B, CG6867, raptor, Ptth, ort, comm3, brm, RhoGAP93B, Med, NetB, Dbx, Chi, Ptpmeg, Ddc, spz5, CkIIalpha, yuri, nerfin-1, mirr, Kr, beat-Vc, Nrk, gukh, put, wun2, Dscam2, Bap55, fru, SoxN, Fas1, E(z), lov, CG7166, nvy, cher, 14-3-3epsilon, drl, Ten-m, Rh5, CdGAPr, ap, tok, CG34353, Rab6, psidin, dpp, sens, beat-VI, Trpm, w, bur, chic, PlexA, SCAR, NetA, Sec15, ena, esg, Alk, trx, fz, Smox, Rac1, Ptp52F, Ptp4E, hh, eve, babo, Liprin-alpha, beat-IIIc, Src42A, trio, Shc, slgA, Wnt5, Tor, ple, Moe, Pvf2, Trim9, tutl, tor, Rh6, Cdk5alpha, vvl, Vang, gcm, cdm, sqz, eya
GO:0031175	neuron projection development	1.28e-7	1.270786425624803	stan, Dscam1, bif, conv, NT1, CG9705, hdc, sbb, nompA, erm, Ptp61F, side, otk, haf, Abi, Hsc70-4, Khc, Ret, Wnk, lola, nos, CHORD, brat, nudC, ham, kis, CG44153, Dscam3, dac, E(Pc), ab, Scm, gogo, Ulp1, kn, TER94, beat-Va, Nedd4, nub, mid, sav, Hr51, CadN2, sad, Dab, kuz, RunxA, chb, Vav, spen, ssh, ss, spz, Sos, jing, beat-IIb, pum, for, retn, Actbeta, Psc, Nf-YC, Abl, tup, Pak3, chn, Src64B, kra, capt, G9a, beat-IIa, pk, beat-Ic, Toll-7, dpr11, Fmr1, beat-Vb, Poxm, mud, Nak, Efhc1.1, dsh, RhoGAP100F, hep, grn, Br140, CG6701, Wnt4, Girdin, XNP, Spn, enok, chif, acj6, Dlic, msps, ara, Wnt2, beat-Ia, N, Kat60, RhoGEF2, D, ago, bon, kat-60L1, unc-5, CadN, daw, Prosap, btl, Dscam4, ftz-f1, robo3, Ptp10D, dock, Toll-6, sn, Mbs, usp, Lim3, msn, tum, frac, Rab5, trc, en, ko, cnc, Pi3K92E, wts, Mp, CG34401, tsr, Drl-2, Oli, Gnf1, pod1, mmy, Optix, sff, tap, Patronin, SMC1, wrapper, Lis-1, shg, klg, pdm3, Cdc42, dom, velo, CG42797, nudE, Ptp69D, Pak, Con, stai, Cont, CG11584, dar1, DAAM, oc, egh, comm, jbug, spri, beat-Ib, run, beat-IV, CG6867, raptor, lva, Liprin-beta, CG12717, fs(1)h, comm3, brm, Dref, RhoGAP93B, Med, amos, NetB, Dbx, Ire1, Chi, Ptpmeg, spz5, CkIIalpha, nerfin-1, mirr, sick, Kr, Akt1, Tm1, beat-Vc, CG32564, ninaG, Nrk, WASp, gukh, put, bchs, Dscam2, Bap55, crb, fru, SoxN, gcm2, p120ctn, Fas1, E(z), Pka-C1, CG7166, nvy, cher, 14-3-3epsilon, Cul3, Ank2, drl, Ten-m, Dhc64C, CdGAPr, ap, tok, CG34353, Rok, Rab6, psidin, sens, pbl, beat-VI, smt3, bur, Imp, futsch, chic, PlexA, Rab1, SCAR, NetA, RhoGAPp190, Sec15, ena, Mmp1, fax, tai, Hem, Alk, trx, fz, pho, Smox, GckIII, Rac1, Ptp52F, Ptp4E, hh, eve, babo, Liprin-alpha, E(spl)m8-HLH, spas, beat-IIIc, Src42A, trio, Shc, Wnt5, EcR, rictor, Tor, wnd, Moe, Trim9, tutl, Pten, Mob4, Cdk5alpha, Arpc1, CG2116, vvl, Vang, gcm, sqz, eya
GO:0032990	cell part morphogenesis	1.28e-7	1.2746055701838888	stan, Dscam1, bif, conv, NT1, CG9705, hdc, sbb, nompA, erm, Ptp61F, side, otk, haf, Abi, Hsc70-4, Khc, Wnk, lola, nos, brat, nudC, ham, kis, CG44153, Dscam3, Hsc70-5, dac, E(Pc), ab, Scm, gogo, Ulp1, kn, TER94, beat-Va, Nedd4, nub, mid, sav, Hr51, CadN2, sad, Dab, kuz, RunxA, chb, Vav, spen, ssh, ss, spz, Sos, jing, beat-IIb, pum, for, retn, Actbeta, Psc, Nf-YC, Abl, tup, Pak3, chn, Src64B, kra, capt, G9a, beat-IIa, pk, beat-Ic, Toll-7, dpr11, Fmr1, beat-Vb, Poxm, mud, Nak, Efhc1.1, dsh, RhoGAP100F, hep, grn, Br140, CG6701, Wnt4, Girdin, XNP, enok, chif, acj6, Dlic, msps, ara, Wnt2, beat-Ia, N, RhoGEF2, D, ago, bon, kat-60L1, unc-5, CadN, daw, Prosap, btl, Dscam4, ftz-f1, robo3, Ptp10D, dock, Toll-6, sn, Mbs, usp, Lim3, msn, tum, frac, Rab5, trc, en, ko, cnc, Pi3K92E, wts, Mp, CG34401, tsr, Drl-2, Oli, Gnf1, pod1, mmy, Optix, sff, tap, SMC1, wrapper, Lis-1, shg, klg, pdm3, bnl, Cdc42, dom, velo, CG42797, nudE, Ptp69D, Pak, ths, Cont, CG11584, dar1, DAAM, oc, egh, comm, jbug, spri, beat-Ib, run, beat-IV, CG6867, raptor, lva, Liprin-beta, CG12717, fs(1)h, comm3, brm, Dref, RhoGAP93B, Med, amos, NetB, Dbx, Ire1, Chi, Ptpmeg, spz5, CkIIalpha, nerfin-1, mirr, sick, Kr, Tm1, beat-Vc, CG32564, ninaG, Nrk, WASp, gukh, htl, put, Dscam2, Bap55, crb, fru, SoxN, gcm2, p120ctn, Fas1, E(z), CG7166, nvy, cher, 14-3-3epsilon, Cul3, Ank2, drl, Ten-m, Dhc64C, CdGAPr, ap, tok, CG34353, Rok, Rab6, psidin, sens, pbl, beat-VI, smt3, bur, futsch, chic, PlexA, Rab1, SCAR, NetA, RhoGAPp190, Sec15, ena, fax, tai, Hem, Alk, trx, fz, pho, Smox, GckIII, Rac1, Ptp52F, Ptp4E, hh, eve, babo, Liprin-alpha, E(spl)m8-HLH, spas, beat-IIIc, Src42A, trio, Shc, heix, Wnt5, EcR, rictor, Tor, wnd, Moe, Trim9, tutl, Mob4, Cdk5alpha, Arpc1, CG2116, vvl, Vang, Letm1, gcm, sqz, eya
GO:0030855	epithelial cell differentiation	1.41e-6	1.2684923540199375	mim, ft, da, cact, ovo, Fs(2)Ket, rk, dup, CycE, grh, Abi, Mrtf, me31B, geminin, Pxt, Hsc70-4, Hsp60C, Khc, Smr, fs(1)Yb, fw, dco, kis, nej, H15, cic, shd, ab, Uba1, Scm, hbs, lig, mid, Abd-B, kuz, neo, GATAe, Vav, spen, dome, apt, jing, Tao, toc, fj, Abl, Cf2, Not1, phm, Src64B, kra, mwh, pk, f, Rbf, Dp, Prosalpha7, RN-tre, Stat92E, dsh, hep, slmb, slpr, hop, CG1077, rin, chif, PCNA, CG15721, kibra, N, Muc4B, RhoGEF2, squ, Rab11, AP-2alpha, mip120, daw, Ssrp, btl, polybromo, cpb, sn, Mbs, RhoGAP71E, usp, Rab5, Mad, trc, mbc, Galphai, stl, Pi3K92E, wts, ed, tsr, Rala, yrt, Sox21a, jvl, rols, Cbl, Tsc1, Mtl, sc, tin, mam, sosie, Lis-1, fkh, shg, Traf4, mael, Cdc42, Spt6, phyl, nudE, CG41099, RanBPM, ck, mop, dimm, flr, yki, in, CASK, Cad99C, cyr, stai, Burs, Dsor1, aop, Rab35, egh, spri, Tsp26A, CG12716, MED15, Crk, pim, Gprk2, Axn, spoon, 18w, Cip4, CG15571, gus, S, RecQ4, Med, Apc2, Ptpmeg, par-1, hpo, mirr, Dl, spir, mey, alpha-Cat, fng, Pxd, Mcm6, jub, Evi5, WASp, zye, Klc, Myb, Cyp18a1, Apc, Rbsn-5, crb, scrib, vn, tsh, drk, cher, spn-E, tio, Dhc64C, nyo, bun, aPKC, ttk, fs(2)ltoPP43, fs(1)M3, csw, tow, ph-p, zip, armi, neur, Cul4, Rok, cos, sax, psidin, Mur11Da, Rab7, dpp, Rpt4, orb, par-6, cta, kug, smt3, sina, wg, qua, Cp7Fa, Muc12Ea, kat80, mip40, fs(1)N, pic, Sec15, ena, Cp36, Pvf1, tai, baz, rl, fz, Rac1, hh, mfr, kel, clos, M1BP, Femcoat, hd, tsl, Shc, m, Ras85D, CalpB, EcR, loco, Pten, tor, mip130, CG32642, Parp, Vang, mats, Rme-8, CG8155, eya, sha
GO:0035220	wing disc development	5.24e-6	1.2711359069557002	CG1943, ft, Sb, salr, d, sbb, arm, Set2, CycE, Gug, Ser, Poxn, Mrtf, Bap170, osa, Amun, ctp, Wnk, lola, dy, fw, tay, dco, kis, H, psq, heph, cic, dx, ebi, cg, ab, kn, mor, net, CG5890, Nedd4, CG11399, jumu, Hr51, caup, mts, eyg, Chd1, spen, dome, jing, fj, tup, mwh, capt, G9a, CG13366, Sin3A, pk, f, lin, Drak, Stat92E, dsh, fray, hop, nmo, Dok, Su(Tpl), ara, Hs3st-B, PDZ-GEF, N, cv-2, hyd, RhoGEF2, Ada2b, Stim, cpb, sn, Mbs, Wnt6, Rab5, Mad, trc, en, skd, puf, pygo, RasGAP1, CG14073, lgs, ed, tsr, Ndfip, Irk1, lilli, Cbl, Sox15, Mtl, nito, Nup154, mam, inv, shg, cnk, Rack1, Asx, Cdc42, dom, ck, flr, in, bi, msk, lft, Pp2B-14D, nab, MYPT-75D, Notum, pyd, CG4477, Gprk2, Axn, Cip4, gus, brm, S, Dll, Plzf, Med, pot, Chi, zfh2, CG8149, Su(dx), Ddc, par-1, dve, mirr, Dl, vg, CG32301, fng, tnc, svr, nuf, Snx3, Dr, CG31406, disco-r, Rbsn-5, fru, Doc1, scrib, vn, sxc, tsh, Mkp3, Mrp4, px, Pka-C1, drk, 14-3-3epsilon, salm, Cul3, chm, mthl1, ap, tok, tow, zip, neur, Duox, tld, Rok, Nipped-A, cos, sax, Nop60B, CG8405, Rab7, dpp, EloA, sca, parvin, upd3, wg, Su(H), Btk29A, qua, cpa, CG16884, pic, step, magu, wmd, esg, Irk3, rl, fz, Smox, RpS28a, Rac1, tara, hh, bowl, sno, babo, fuss, how, Src42A, unk, Shc, m, Ras85D, AnxB9, EcR, CtBP, Hs6st, crol, ple, Cyp9f2, hyx, Galphas, pio, sha
GO:0007163	establishment or maintenance of cell polarity	5.43e-6	1.3572188941772891	stan, ft, Ran, CG45105, d, grh, Abi, ctp, Khc, lola, fw, dco, nej, prc, heph, osk, tws, asp, hbs, Klp10A, lig, caup, CadN2, mts, chb, rdx, fj, mwh, capt, fred, pk, Dp, mud, dsh, slmb, hop, rin, nmo, msps, ara, svp, N, btz, mago, Rab11, sktl, CadN, Grip, sn, Rab5, Csk, cnc, Galphai, Sgt1, ed, tsr, Rala, yrt, ds, Lap1, sff, jvl, cno, Cbl, Mtl, Lis-1, shg, gish, nod, mael, Cdc42, nudE, CASK, CG5964, msk, Cont, Sec24CD, aop, l(2)gl, egh, pyd, spoon, S, Apc2, Kap3, par-1, mirr, Dl, ec, alpha-Cat, TBCB, Khc-73, BicD, Apc, Rbsn-5, crb, scrib, Eb1, CG6664, Pka-C1, 14-3-3epsilon, Dhc64C, aPKC, CG45049, csw, zip, Rok, Rab6, Chc, orb, par-6, sca, cta, parvin, egl, kug, Klp68D, rib, baz, fz, Patj, Rac1, Ggamma1, Shroom, ro, Shc, ric8a, sano, Ras85D, AnxB9, loco, Syx7, rictor, ana2, Moe, CG9286, Parp, Vang, Vps4
GO:0060322	head development	5.43e-6	1.452907708299141	stan, Dscam1, erm, MCPH1, brat, dhd, dac, ab, asp, Uba1, kn, Antp, Hr51, ssh, pb, apt, jing, cas, Tao, Dfd, ced-6, Src64B, ey, wor, hb, cib, Fmr1, mud, tll, enok, PsGEF, tgo, mbt, D, Prosap, ftz-f1, robo3, toy, usp, bsh, croc, en, cnc, exd, tsr, disco, tap, SMC1, Lis-1, shg, ftz, btd, Nipped-B, DAAM, oc, Mgat1, Dll, Apc2, Ptpmeg, tacc, chinmo, unpg, alpha-Cat, ebo, Dr, bchs, Dmtn, Apc, Eph, vn, tsh, CkIIbeta, drl, tio, Dhc64C, bun, dpp, fdl, chic, lab, pasha, RhoGAPp190, Smox, hh, eve, S-Lap1, babo, slp1, trio, EcR, vnd, vvl, gcm
GO:0009798	axis specification	5.47e-6	1.376898998170839	Hsp83, pip, cact, swa, enc, gcl, bic, Khc, nos, exu, gammaTub37C, psq, heph, cic, osk, cad, Tl, bcd, TER94, Antp, lig, rump, kni, spz, pum, capt, pk, hb, Dp, Fmr1, lin, tll, dl, slmb, twi, stau, rin, scw, msps, lic, N, btz, mago, D, Rab11, sktl, cnc, RasGAP1, dos, lwr, jvl, Cbl, faf, Lis-1, shg, cnk, mael, glo, krimp, Mer, Ge-1, Dsor1, l(2)gl, Rab35, oc, SmD3, milt, tsg, spoon, Grip128, fs(1)h, zen, gus, Med, par-1, CkIIalpha, Dl, Kr, spir, Tm1, TBCB, BicD, Rbsn-5, lost, scrib, klar, CkIIbeta, Pka-C1, 14-3-3epsilon, spn-E, Dhc64C, aPKC, fs(1)M3, csw, zip, armi, tld, Rok, Rab6, sax, Chc, dpp, orb, egl, chic, tud, Grip71, tub, fs(1)N, baz, rl, hh, bowl, eve, Syx1A, slp1, clos, tsl, Shc, Ras85D, loco, Moe, mira, tor, didum, Parp
GO:0007215	glutamate receptor signaling pathway	7.17e-6	1.8315517375417865	Nmdar2, Ir25a, mtt, GluRIB, Ir84a, CG3822, Ir40a, GluRIID, Ir68a, CG32447, mGluR, GluRIA, Nmdar1, Ir64a, clumsy, GluRIIE, Prosap, CG11155, Ir93a, GluRIIA, Ir75b, boss, GluRIIC, homer, Ir75c, GluRIIB, Ir75d, Ir8a, Ir31a, Ir75a, Ir7c, Ir21a, Ir92a
GO:0007186	G protein-coupled receptor signaling pathway	8.25e-6	1.3363437834258647	stan, Dop1R1, SIFaR, Ac78C, TkR99D, GABA-B-R1, Rh7, 5-HT1B, CG43795, rk, CCHa1-R, CG43373, CG34384, 5-HT2A, mtt, rdgC, CG32547, CG44153, CG33639, Ets96B, Oct-TyrR, AdoR, mthl15, PK2-R1, 5-HT2B, mthl11, GABA-B-R2, Dh44-R1, CCKLR-17D1, CG32305, Ac3, CG31760, CG13575, RSG7, PK1-R, Dop1R2, RYa-R, CG32447, CG17760, mGluR, GABA-B-R3, CG8642, Galphaf, TyrRII, mthl9, SPR, sNPF-R, mthl13, CG13579, AstC-R2, mAChR-A, hec, Octbeta3R, Dgk, ACXA, 5-HT7, ACXB, CG15556, CCHa2-R, TrissinR, MsR2, CG1339, ETHR, MsR1, 5-HT1A, mAChR-B, CG42450, mthl6, Galphai, AstC-R1, Lgr1, Tbh, Eh, CG13995, CG11318, FMRFaR, boss, amn, CG4313, CG18208, Pdfr, PK2-R2, AstA-R1, Proc-R, CG13229, Dh44-R2, NPFR, mthl4, mthl7, Gycalpha99B, homer, Octbeta1R, AstA-R2, Dh44, Dop2R, TkR86C, CCAP, CCAP-R, CapaR, ktub, CG32301, CCKLR-17D3, sofe, Dh31-R, ACXD, CG32395, CG7497, Lkr, Lgr3, CG15744, NPF, Mip, Rh5, mthl1, stops, cta, Dup99B, CG31140, mth, CG15614, fz4, fz, mthl2, CG31750, Ggamma1, Dh31, Or67d, Crz, Trissin, ric8a, Hug, Gbeta5, loco, CG30280, Nplp3, Rh6, Oamb, CG10359, CrzR, Nplp1, CG30054, ACXC, AstA, CG30281, CG1889, inaC, Galphas
GO:0035218	leg disc development	1.02e-5	1.500677006400788	e(y)3, d, ovo, bab1, Gug, Ser, Poxn, Bap170, osa, H15, dac, dx, mor, mid, odd, ss, Sos, jing, fj, pk, al, rn, Drak, dsh, hop, lbe, B-H2, Hs3st-B, lbl, N, polybromo, ftz-f1, ru, RhoGAP71E, sob, Rab5, Mad, skd, lgs, tsr, RhoGAP19D, TfAP-2, RhoGAP54D, disco, RhoGAP92B, Pak, btd, Sp1, brm, Dll, C15, Med, l(3)psg2, Su(dx), dve, Dl, vg, RhoGAP68F, fng, Cyp18a1, vn, tsh, RhoGAP16F, Lim1, ap, dpp, B-H1, rl, hh, bowl, trio, Ras85D, Ubx, hyx
GO:0046530	photoreceptor cell differentiation	1.04e-5	1.354347081028374	stan, BRWD3, arm, sv, grh, eff, osa, Rip11, Khc, lola, nej, prom, dac, ebi, CG13251, hbs, lz, cdi, mask, sav, CadN2, mts, Dab, rno, ss, Sos, Src64B, capt, ey, sdk, dsh, RhoGAP100F, hop, rin, cnn, B-H2, svp, tgo, mbt, PDZ-GEF, N, Rab11, Nf-YA, CadN, ru, Mbs, msn, gl, Mcm10, RasGAP1, dos, wts, ed, tsr, Rala, yrt, Atx2, Optix, lilli, Cbl, sev, Lis-1, boss, klg, cnk, Pph13, phyl, Mer, E(spl)mdelta-HLH, mop, Afti, msk, Dsor1, msi, aop, oc, Syn2, vimar, SP2353, S, Ire1, hpo, Dl, p47, ninaG, Nrk, crb, scrib, tinc, klar, drk, salm, Ten-m, melt, bun, ttk, csw, neur, Cdc16, Rab6, sens, sca, sina, B-H1, edl, baz, Alk, rl, fz, GAA1, sw, Patj, Rac1, hh, Cpn, Liprin-alpha, sinah, ro, Src42A, Shc, Ras85D, EcR, spg, Moe, tutl, Pten, didum, Doa, Vps4, eys, eya
GO:0051674	localization of cell	1.04e-5	1.2608508338149982	Nop17l, Jafrac1, mim, Dscam1, CG45105, mod(mdg4), rk, Abi, Mrtf, CG44774, Pkd2, Abp1, nos, kis, nej, prc, shd, ab, CG10958, CG4329, kni, Abd-B, kuz, dila, chb, Vav, dome, apt, Sos, jing, hkb, pum, del, Abl, phm, ey, Sin3A, sima, Fmr1, foi, RN-tre, AdamTS-A, Stat92E, dsh, dl, hep, slmb, Wnt4, hop, Mdr49, lbe, XNP, tgo, lbl, so, kibra, PDZ-GEF, N, JYalpha, Kat60, Rab11, wntD, unc-5, mip120, CG12395, btl, Stam, cpb, ru, sn, usp, Rab5, Mad, numb, mbc, oys, Csk, stl, Pi3K92E, Cerk, wts, pgc, tsr, Rala, lwr, jvl, rols, Cbl, Mtl, byn, CG5048, CG30259, tin, faf, sosie, Lis-1, shg, gish, Lrt, cnk, bnl, ftz, Cdc42, CG17387, Gas8, nudE, Pak, flr, yki, Dpy-30L2, ths, CASK, stai, Burs, Dsor1, aop, qm, CG31803, egh, spri, Tsp26A, Tektin-A, Crk, stumps, spoon, 18w, gus, sgl, asl, slam, NetB, Apc2, Ptpmeg, Kap3, par-1, hpo, tilB, Cby, nsr, Dl, lobo, Akt1, CG3085, Evi5, Pi3K68D, htl, PH4alphaNE2, RhoBTB, wun2, Apc, vn, Mst84Dd, Zmynd10, drk, Mst84Db, 14-3-3epsilon, salm, spn-E, Dhc16F, Dhc64C, bun, mthl1, ttk, csw, zip, opa, ana1, sr, Roc1b, psidin, Rab7, dpp, par-6, Pvf3, pbl, cta, kug, PlexA, Tektin-C, Rab1, SCAR, NetA, Sec15, ena, Pvf1, Klp59D, tai, abd-A, esg, rib, baz, Hem, trx, fz, Rac1, hh, Ggamma1, CG10510, nes, spas, kel, how, Shroom, Src42A, CG34124, knrl, Shc, Ras85D, CalpB, EcR, ple, Pvf2, Hus1-like, tor, Vang, inaC, Rme-8, Fpps, CG8155, eya
