GO ID	GO category	FDR	Enrichment Ratio	Genes
GO:0007215	glutamate receptor signaling pathway	3.99e-7	2.158682163217739	mtt, GluRIB, Ir25a, GluRIA, Nmdar2, Nmdar1, Ir40a, CG3822, GluRIIE, mGluR, clumsy, GluRIID, CG32447, Ir76b, Ir84a, CG11155, GluRIIA, Ir8a, boss, Ir64a, Ir68a, GluRIIC, Ir31a, Ir75b, Ir75a, GluRIIB, Ir93a, Prosap, homer, Ir21a, Ir75c, Ir92a
GO:0009890	negative regulation of biosynthetic process	4.69e-7	1.3106680331343843	e(y)3, phol, Hmt4-20, lz, cas, Cp190, geminin, MESR4, Pask, vig2, HGTX, Khc, Nelf-A, Kr, Nos, tey, smg, me31B, lid, sbb, Fmr1, Lam, salr, Mi-2, upSET, tgo, Hmx, Bap170, apt, cic, Gug, Scm, B-H2, gcl, CG31224, kra, Sin3A, erm, gpp, ab, kis, pnr, psq, insv, brat, H, arm, Vsx1, Jarid2, Usp7, ss, BigH1, gw, CG13293, CG8677, Hey, CG43347, eyg, MTA1-like, msl-1, E(spl)mdelta-HLH, lolal, CG32767, Pop2, chn, CG4360, tin, CG7372, casp, al, enok, Pcl, Antp, Psc, retn, CG2199, twin, CG3065, fl(2)d, so, Rbf, ovo, acj6, XNP, Smr, Su(z)12, hkb, Sox15, Rcd-1, rn, simj, CG2053, Rga, heph, Optix, z, E(spl)m3-HLH, tio, Pdcd4, wde, gro, Not1, nos, CG2982, gnu, scny, Mnt, usp, CG12236, CG3847, run, bin3, CG1894, Iswi, e, bi, HHEX, aop, dsf, CG6576, Elba2, hb, eve, Elba3, Paip2, toe, Oaz, Tip60, Su(var)205, Dfd, CG8036, Eip78C, CtBP, eg, Su(var)3-7, Pc, spt4, ftz, pum, sob, CG15262, JIL-1, jing, CTCF, Ote, nvy, tth, D, CG7691, Top2, CG6843, Vsx2, gt, Rcd-1r, pad, Chrac-14, bcd, TfAP-2, CG7368, MBD-like, wash, CG42741, E(spl)m7-HLH, blanks, Hsf, dl, fs(1)h, C15, scrib, crol, lbe, AGO1, ebi, piwi, oc, Cbl, su(Hw), Rif1, Asx, CG11966, Fer3, Not3, vri, tsh, mip120, Lim1, Hsc70-4, Mcm10, N, B-H1, stc, en, Srp9, E(spl)mgamma-HLH, CG13287, CoRest, Unr, tim, Su(H), Sap130, mael, dpn, chm, HP1b, CG13296, pgc, RpL13A, E(spl)m8-HLH, corto, net, polybromo, MEP-1, zfh2, bgcn, sna, AGO2, btd, CG12071, Tgi, Gsc, mu2, CG9246, slou, Spt5, krimp, Thor, CG12299, d4, kni, Sfmbt, HP1e, CG6204, Msh6, ttk, asf1, cid, mip130, Dsp1, E(spl)m5-HLH, cyc, pho, Chi, Dcr-2, sqd, CG12605, Ssb-c31a, Mip, wg, CG7927
GO:1902680	positive regulation of RNA biosynthetic process	1.24e-6	1.3001405790529836	e(y)3, trh, CG9899, da, lz, Rpt1, CycT, TfIIFalpha, nsl1, lig, sv, srp, lmd, MESR4, CG5098, HGTX, Mtor, lid, Mrtf, Nup50, tgo, Rcd5, RYBP, Bap170, apt, Nup153, B-H2, pb, prd, cad, gpp, Su(Tpl), CG10887, TfIIEalpha, grh, ase, nej, mor, pnr, ey, lola, Rpt3, osa, akirin, arm, BigH1, sima, Rcd1, CG8677, dmrt11E, MTA1-like, msl-1, onecut, lolal, Abd-B, comr, dmrt99B, dmrt93B, CG32767, lok, chn, tin, CG4374, Scr, enok, Pcl, Antp, Taf4, retn, CG2199, Nf-YC, bin, CG10543, CG6220, tll, so, Nup98-96, ovo, Deaf1, acj6, tup, nau, ara, dre4, hep, kn, Axud1, Optix, z, Ssdp, wor, Mad, trr, usp, Bap60, run, CG1894, Iswi, ftz-f1, twi, CG8944, CG17440, hb, eve, gl, Oaz, Doc1, Tip60, Su(var)205, udd, Dfd, Tl, CtBP, mam, Eaf, spt4, ftz, caup, CG3347, sob, JIL-1, jing, tomb, tth, Pk34A, D, CG7691, CG7786, gt, lin, bcd, TfAP-2, toy, Trf2, Crtc, Cf2, bap, Hsf, CG13204, CG17202, dl, Rpt5, lilli, Pph13, schlank, DOR, fs(1)h, C15, topi, CG12054, srl, vg, Ada2b, oc, dimm, Rpt6R, CG7379, su(Hw), byn, ash1, Asx, CG11966, dmpd, e(y)2b, brm, Cdk12, tsh, Doc2, Lim1, Doc3, N, dgrn, tou, Stat92E, pdm2, B-H1, yki, Blm, Cfp1, en, ro, CoRest, Nipped-B, CG31627, Nf-YA, Su(H), Taf12, SNCF, chm, hyx, HP1b, Dref, gcm2, ssp, polybromo, zen, TFAM, pygo, TfIIFbeta, zfh2, Spt6, Rpt4R, exd, Fip1, CG7804, bip2, sna, Hr38, btd, Atu, MED6, org-1, Rtf1, MBD-R2, CG31008, CG4496, CG12071, opa, MED31, mu2, Rel, Spt5, gcm, trx, CG5641, d4, ttk, HLH54F, H15, Dsp1, Eip74EF, cyc, pho, Chi, Rpt6, Dll, Hr96, Ada2a, Myd88, Myb, xmas-2, sc, Ssb-c31a, pont, CG6244, Rpt3R, sisA
GO:0007186	G protein-coupled receptor signaling pathway	3.82e-6	1.4253582925772301	stan, rk, SIFaR, Ac78C, mtt, rdgC, CG44153, Dop1R1, CG43795, CCHa1-R, CG32547, Oct-TyrR, CG34384, 5-HT2B, GABA-B-R2, CG43373, GABA-B-R1, PK2-R1, CG8642, RYa-R, TkR99D, mthl11, Ets96B, CG33639, CG32305, amn, 5-HT1B, Octbeta3R, AdoR, CCKLR-17D1, GABA-B-R3, 5-HT7, TyrR, mAChR-B, sNPF-R, Dgk, ETHR, Dop1R2, Rh7, mthl4, mGluR, mthl9, TyrRII, CG32447, AstA-R2, CG31760, CCHa2-R, 5-HT2A, CG13579, Galphai, Dh44, Ac3, CG42450, Lgr1, AstC-R1, Tbh, CG17760, ACXA, CG32301, CG15556, MsR1, CG4313, TkR86C, Octbeta1R, hec, Eh, TrissinR, PK1-R, CG32395, Cam, CG13229, NPFR, boss, ACXD, 5-HT1A, Dh44-R1, CG18208, CG1339, mthl13, mAChR-A, RSG7, Lkr, Rh5, FMRFaR, CG13575, CCKLR-17D3, AstC-R2, CG15614, mthl2, CCAP-R, fz3, Dop2R, mthl6, PK2-R2, MsR2, AstA-R1, mthl15, ktub, ACXB, CG31750, CapaR, FMRFa, stops, Proc-R, Nplp1, CG13995, Galphaf, Pdfr, mthl7, CCAP, CG10359, Hug, homer, ETH, Lgr3, Ac76E, CG30054, Ilp8, Trissin, Pburs, Dh44-R2, Dup99B, Cirl, CG30280, sofe, Rh2, mthl3, Dh31-R, Mip
GO:0045934	negative regulation of nucleobase-containing compound metabolic process	3.82e-6	1.2987314839823538	e(y)3, phol, Hmt4-20, lz, cas, Cp190, geminin, MESR4, vig2, HGTX, Khc, Nelf-A, Kr, Nos, tey, lid, sbb, Fmr1, Lam, salr, Mi-2, upSET, tgo, Hmx, Bap170, cic, Gug, Scm, B-H2, gcl, CG31224, Acn, Sin3A, erm, gpp, ab, kis, pnr, swm, psq, insv, H, arm, Vsx1, Jarid2, Usp7, ss, BigH1, CG13293, CG8677, Hey, CG43347, eyg, MTA1-like, msl-1, E(spl)mdelta-HLH, lolal, CG32767, chn, CG4360, tin, CG7372, al, enok, mago, Pcl, Antp, Psc, retn, CG2199, CG3065, fl(2)d, so, Rbf, ovo, acj6, XNP, Smr, Su(z)12, hkb, Sox15, rn, simj, Optix, z, E(spl)m3-HLH, tio, Pdcd4, wde, gro, nos, CG2982, gnu, scny, Mnt, usp, CG12236, CG3847, run, bin3, CG1894, Iswi, bi, HHEX, aop, dsf, Elba2, hb, eve, Elba3, toe, Oaz, Tip60, Su(var)205, Dfd, CG8036, Eip78C, CtBP, eg, Su(var)3-7, Pc, spt4, ftz, pum, sob, JIL-1, Hrb98DE, jing, CTCF, Ote, nvy, tth, D, CG7691, Top2, CG6843, Vsx2, gt, pad, Chrac-14, TfAP-2, CG7368, MBD-like, wash, CG42741, E(spl)m7-HLH, blanks, Hsf, LS2, dl, fs(1)h, C15, scrib, crol, lbe, AGO1, ebi, piwi, oc, su(Hw), Rif1, Asx, CG11966, Fer3, vri, tsh, mip120, Lim1, Hsc70-4, Mcm10, N, B-H1, Blm, stc, en, E(spl)mgamma-HLH, CG13287, CoRest, tim, Su(H), Sap130, mael, dpn, RnpS1, chm, HP1b, CG13296, pgc, E(spl)m8-HLH, corto, net, polybromo, MEP-1, zfh2, CG7804, sna, AGO2, btd, CG12071, Tgi, Gsc, mu2, CG9246, slou, Spt5, CG12299, d4, kni, Sfmbt, HP1e, CG6204, Msh6, ttk, asf1, cid, Nab2, mip130, Dsp1, E(spl)m5-HLH, cyc, pho, Chi, Dcr-2, BI-1, sqd, CG12605, Ssb-c31a, wg, CG7927
GO:0007017	microtubule-based process	7.6e-6	1.2817175344105325	Dhc93AB, CG3339, Lsd-2, ft, CG9492, Dhc36C, Ran, Dhc62B, mts, btv, tral, CG45105, Jupiter, rempA, betaTub56D, Klp54D, Dic61B, wisp, Oseg2, Cp190, CG14535, DCX-EMAP, stg, CycB, TER94, Mapmodulin, Khc, Mtor, mtsh, dila, Fmr1, Lam, SRPK, Rab11, Non2, Rcd5, tws, Klp10A, dup, polo, capt, CG5142, alphaTub84B, Dlic, egh, CG17669, grp, CG14651, CG18190, gammaTub37C, CG32392, Kif3C, CG9313, CG13074, Cks30A, CG17387, slmb, Rcd1, CG15306, pelo, CG3121, ctp, Galphai, del, emb, Oseg4, asp, CG9279, chb, mago, CG34425, tsr, pk, osk, pav, milt, Lis-1, CG15923, gwl, 14-3-3epsilon, CG15676, cno, Dlc90F, heph, alphaTub67C, sktl, CG7716, Cam, Pp2A-29B, CG15161, Dhc98D, nudE, CG10845, alphaTub85E, PCNA, betaTub85D, CG15701, Zmynd10, mud, tilB, stau, feo, nompB, Girdin, CG18109, CG6652, Synd, wdb, CG32396, Rab6, Rcd7, CCDC151, dpa, btz, kat-60L1, CG5458, CG7131, CG6971, Cdlc2, smt3, Kat60, Atg1, cnn, tum, msps, Incenp, mop, jvl, nod, dsh, cpb, Kif19A, Nop17l, wash, Tektin-A, l(2)gl, CG10958, Chro, Moe, CG2955, stai, par-1, CG8509, robl62A, CG31803, ssp6, Klp59D, Prosbeta5, Mst84Dc, fwd, Klp59C, gammaCOP, BBS4, CG14921, cpa, g, larp, CG3085, CG10793, aPKC, CG5024, Spc25, CG31907, Map60, ens, CG10859, bchs, armi, Topors, CG16837, CG1571, cmet, Aplip1, Rab1, asl, mael, CG4525, WASp, ifc, Sdic1, betaTub60D, klar, Dhc16F, Patronin, CG3259, Pink1, CG7744, CG13526, CG8800, Non1, Pp1-87B, tacc, Klp3A, Nup154, Mks1, mad2, CG3769, msd1, Grip84, nsr, cbs, TBCB, CG2104, Rok, CG10834, CG42366, CG13930, Marf, CG32232, Grip128, CG11298, Klc, Hsp83, futsch, cos, CG6664, egl, cid, mip130, pim, sofe, TTLL3B, BicD, Dhc64C, Map205, robl22E, hts, CG10839, CG18675, sqd, mars, Myb, alphaTub84D, Klp68D, pont, CG7276, Lrrk, CG8407, CG7794
GO:0009880	embryonic pattern specification	8.82e-6	1.4215412654371362	stan, pip, swa, enc, TER94, tld, Khc, Kr, Rab11, apt, cic, Gug, pb, rdx, dome, gcl, prd, spz, cad, gsb-n, rump, kis, pnr, Wnt2, psq, arm, exu, slmb, Abd-B, Tm1, bic, mago, osk, Antp, retn, tll, kn, Ssdp, tio, lwr, nos, Mad, croc, run, stau, hb, eve, RasGAP1, twe, shg, Dfd, Tl, SmD3, chic, Pc, Rab6, ftz, pum, sob, btz, jing, D, gt, lin, lic, msps, bcd, dsh, l(2)gl, lgs, lilli, Moe, hop, fs(1)h, scrib, par-1, AGO1, oc, gsb, aPKC, tsh, slp2, lost, N, Stat92E, Syx1A, armi, en, Mer, glo, scw, mael, Ras85D, klar, Dsor1, dos, Doa, pygo, ems, gus, mira, AGO2, btd, opa, cnk, Dl, MED31, Grip128, Hsp83, gcm, Dg, kni, tsg, csw, egl, Ge-1, spir, Chi, sgl, sqd, wg, Axn
GO:0042330	taxis	8.43e-5	1.2923102413064873	stan, Dscam1, iav, bif, conv, rdgC, CG44153, Dop1R1, TrpA1, Pen, side, Abi, Dscam3, haf, Khc, Kr, l(3)L1231, RhoGAP100F, Ptp61F, CadN2, sbb, Fmr1, CG34402, Wnk, dpr11, otk, NT1, Nmdar1, beat-Ic, Clic, Hr51, capt, spen, for, kra, beat-Vb, spz, mmy, erm, ab, egh, unc-5, Abl, kis, grn, dac, gogo, CadN, lola, brat, pyx, Cdc42, dom, beat-IIa, chif, NetB, enok, chb, pk, Psc, retn, Nf-YC, CG10543, Lis-1, velo, acj6, XNP, 14-3-3epsilon, spz5, tup, beat-Va, Nedd4, robo3, Lrt, Toll-6, hep, E(Pc), CG7166, beat-IIb, ort, Vav, beat-Ib, Cam, CG34401, Mad, Dscam4, run, mud, kuz, Dbx, Src64B, eve, beat-Ia, CkIIalpha, Ptth, Hdc, shg, pdm3, ko, Tl, Rh5, nerfin-1, chic, HisCl1, nan, Rab6, CCDC151, pod1, jing, nvy, D, wrapper, sad, beat-VI, ago, nmo, gt, beat-IV, CG32206, msps, Drl-2, dsh, Gr28b, tok, CG34353, Nup205, Sos, Lim3, Moe, Con, Ptp10D, tap, Src42A, Alk, beat-Vc, msn, Pvf2, Oli, Rho1, Dab, Mp, brm, Ptp52F, Hsc70-4, N, Dscam2, Toll-7, bon, Trim9, en, Wnt4, tim, Pdfr, Acsl, Fas1, betaTub60D, lov, klg, Pak, Cont, Pp1-87B, Br140, SCAR, Nrk, Rac1, RhoGAP93B, santa-maria, Ptp69D, Xe7, comm, gcm, trx, ena, Dg, CG6867, bur, DAAM, psidin, babo, Chi, hts, dock, comm3
GO:0030031	cell projection assembly	8.43e-5	1.4273672542299114	CG9492, Dhc36C, btv, mim, rempA, Myo10A, Abi, Oseg2, unc, dila, Fmr1, Klp10A, unc-119, pnut, Efhc1.2, sn, CG5142, kra, CG17669, CG9313, Abl, CG15208, CG17387, Cdc42, ssh, dtr, PsGEF, Tm1, Oseg4, CG34425, tsr, CG15923, btl, hep, kon, BBS8, atk, CG5964, CG15161, Zmynd10, tilB, CG15456, shg, Rab35, nompB, chic, CCDC151, Mtl, CG5458, CG6971, CG17599, cpb, Nop17l, PDZ-GEF, C1GalTA, in, Tektin-A, CG10958, CG31803, Arpc1, Klp59D, Mst84Dc, BBS4, Rho1, cpa, CG13999, CG3085, aPKC, N, Oseg5, CG14367, BBS1, CG10859, CG1571, Galphaf, SH3PX1, asl, CG4525, Cep89, Hem, Arpc2, CG15666, CG3259, CG8800, SCAR, Mks1, CG3769, nsr, Rac1, CG42366, CG1126, CG13617, ena, TTLL3B, DAAM, psidin, CG10839, vn
GO:0009798	axis specification	1.51e-4	1.3946149338145692	pip, cact, swa, lig, enc, TER94, tld, Khc, Kr, Fmr1, Rab11, cic, capt, gcl, spz, cad, gammaTub37C, rump, psq, rin, exu, slmb, Tm1, bic, mago, pk, osk, Antp, milt, Lis-1, tll, 14-3-3epsilon, Dp, heph, sktl, lwr, nos, twi, zip, stau, hb, eve, RasGAP1, CkIIalpha, shg, Rab35, Tl, SmD3, chic, Rab6, pum, btz, D, CkIIbeta, gt, lin, spoon, lic, msps, jvl, bcd, l(2)gl, dl, Moe, fs(1)h, scrib, par-1, faf, oc, Cbl, aPKC, lost, N, Syx1A, armi, Mer, glo, scw, mael, Ras85D, klar, Dsor1, dos, zen, gus, mira, sna, TBCB, Rok, cnk, Dl, MED31, Grip128, Hsp83, krimp, Dg, kni, tsg, csw, egl, BicD, Ge-1, Dhc64C, spir, sqd
GO:0007164	establishment of tissue polarity	1.63e-4	1.5332695738742819	stan, ft, d, Abi, hbs, fw, CadN2, fred, otk, spen, rdx, grh, ds, nej, CadN, lola, rin, dco, Cdc42, mwh, tsr, pk, ara, cno, hep, zip, aop, Akap200, fj, shg, caup, Mtl, nmo, sca, dsh, sqh, in, Rala, hop, scrib, par-1, msk, msn, fwd, Rho1, flr, spi, ed, ec, N, gish, ro, Wnt4, Ras85D, puc, S, Mks1, Rac1, Rok, Pburs, Dl, CG15283, Patj, tow
GO:0007267	cell-cell signaling	2.23e-4	1.2366053230544682	stan, ft, mtt, mts, Nlg4, Dop1R1, unc-13-4A, Ser, 5-HT2B, GABA-B-R2, Fife, Sytbeta, Cul1, nAChRbeta2, Grd, TER94, TkR99D, DAT, Fmr1, Arf79F, CG34402, 5-HT1B, Rph, Wnk, Nlg2, otk, AdoR, 5-HT7, NT1, Nmdar1, tws, apt, CG3822, nAChRalpha3, B-H2, GluRIIE, mAChR-B, spen, Sin3A, ds, nej, Abl, mGluR, Wnt2, clumsy, osa, GluRIID, arm, dco, CG32447, slmb, Gycbeta100B, Cdc42, 5-HT2A, Syx5, Neto, CG8916, dtr, RhoGAP92B, CG12344, Rab3-GEF, stas, Lcch3, CG15537, cac, CG1909, BTBD9, stj, pk, Pp1alpha-96A, Reck, pav, tll, spz5, nau, wntD, nAChRalpha2, hkb, nAChRalpha1, kn, Syx13, Ssdp, Scamp, PK1-R, CkIIbeta2, ort, Grip, gro, CG11155, GluRIIA, CG7094, boss, CG12147, 5-HT1A, rtv, twi, ppk11, aop, Syx7, Src64B, cmpy, fj, wts, CkIIalpha, mAChR-A, Tip60, Gdi, Wnt6, Pi3K92E, CtBP, Rbp, Synd, HisCl1, skd, pum, CanB2, GluRIIC, Csp, VGlut, Vps26, CkIIbeta, nmo, Atg1, lin, Bili, tum, lic, CG32206, Drl-2, mop, sca, dsh, Akt1, fz3, Syb, CASK, Snx6, l(2)gl, lgs, CDase, CG5541, crol, por, Src42A, Alk, vg, dimm, Rpt6R, Csk, GluRIIB, Rho1, FMRFa, Ir93a, CG2577, Hrs, Atpalpha, gsb, Arf51F, tsh, Prosap, Hsc70-4, N, Letm1, Sytalpha, Syx1A, gish, Notum, Syt7, lqfR, Mer, VGAT, Wnt4, Rab1, Sec22, gammaSnap2, CG10339, SH3PX1, Snx3, nAChRalpha7, Cep89, Acsl, CanB, hyx, CG9961, Pink1, ppk16, CG14505, Tusp, Pp1-87B, Shal, nAChRalpha6, upd2, CanA1, pygo, nemy, Ir21a, X11Lbeta, nito, sna, Rok, hyd, CkIalpha, Synj, Wnt10, Shab, Csas, kek6, Dl, nwk, fusl, Thor, nAChRbeta3, hpo, Dg, Cirl, Syngr, Snap24, Rab3-GAP, phyl, nAChRalpha5, BicD, Nlg1, Rpt6, RanBP3, Glut1, sgl, pont, NtR, PGRP-LC, wg, Hip14, Axn, CG7927
GO:0045595	regulation of cell differentiation	2.27e-4	1.256829815295765	stan, Dscam1, bif, mts, swa, Ser, da, lz, eff, Cul1, sv, srp, BRWD3, enc, TER94, Khc, Kr, lid, Fmr1, Arf79F, Rab11, Efhc1.1, tgo, tws, kirre, polo, Hr51, Dlic, mmy, erm, grh, ase, Abl, mor, kis, CadN, brat, osa, bun, Tsc1, exu, ss, Rcc1, slmb, Cdc42, Hey, ssh, ctp, E(spl)mdelta-HLH, Abd-B, chn, bic, lbl, NetB, Ulp1, enok, mago, pk, Antp, Lis-1, nau, Nedd4, Dp, btl, hep, kn, G9a, hdc, wor, E(spl)m3-HLH, lwr, Pdcd4, Mbs, barc, CG34401, Mad, usp, Mlf, Bap60, nudE, sav, mbt, zip, stau, kuz, aop, Src64B, hb, eve, RasGAP1, wts, RhoGEF2, shg, ham, Rab35, SMC2, Pi3K92E, nerfin-1, chic, ari-1, kat-60L1, numb, ago, Atg1, tum, mnb, mop, dsh, Akt1, PDZ-GEF, C1GalTA, l(2)gl, kibra, E(spl)m7-HLH, trc, lbe, Pak3, tap, Src42A, par-1, oc, Cbl, cdi, PGRP-SB2, Rho1, alph, Dab, Hrs, brm, aPKC, spi, mbc, Prosap, ed, ec, Mcm10, N, Stat92E, yki, Syx1A, Trim9, ro, Mer, E(spl)mgamma-HLH, Rab1, Tctp, Su(H), mael, Ras85D, dpn, Pak, puc, chm, klar, Atg13, gcm2, Sox14, spin, E(spl)m8-HLH, Nup154, MED22, Pax, Cenp-C, RhoGAPp190, lva, Rac1, mira, Cyt-c-d, nito, exd, btd, MED6, Rok, Catsup, nudC, PGRP-SD, Vmat, Dl, MED31, PGRP-SA, fuss, comm, gcm, Hs3st-B, hpo, Nedd8, ttk, csw, H15, sinah, E(spl)m5-HLH, He, DAAM, Dhc64C, vn, Imp, sc, spri, Lrrk, PGRP-LC, wg, mspo
GO:0006325	chromatin organization	3.02e-4	1.2509070167564333	e(y)3, Act5C, CG8223, CG9899, Hmt4-20, Df31, nsl1, Caf1-180, wapl, Cp190, HmgD, vig2, Set, Khc, Kr, Mtor, lid, Spt20, Fmr1, Lam, Mi-2, upSET, Rcd5, Bap170, Ssrp, Hel25E, mod(mdg4), Top1, Nup153, l(3)73Ah, Gug, Scm, Ncoa6, Sin3A, gpp, CG10887, Set2, E(bx), nej, mor, psq, dhd, osa, Jarid2, Usp7, BigH1, Rcd1, CG8677, MTA1-like, msl-1, dom, lolal, Sap30, Chd1, Etl1, enok, Pcl, Psc, borr, CG10931, His2Av, mia, fl(2)d, CG6220, Nup98-96, XNP, dre4, CG12316, Su(z)12, Nlp, E(Pc), G9a, z, BEAF-32, ctrip, wde, Bre1, CG2982, scny, trr, Tpl94D, Bap60, Rab5, bin3, jumu, CG1894, Iswi, Elba2, Elba3, Caf1-105, Tip60, Su(var)205, CG8036, CtBP, Su(var)3-7, spt4, cal1, yem, JIL-1, jing, Su(var)2-HP2, tth, CG9915, mil, Top2, eco, Art4, Incenp, Chrac-14, CG14282, MBD-like, Nup93-1, wash, Nap1, Art2, blanks, CG43902, hop, Art1, crol, AGO1, ebi, His3.3B, CG3515, Naa60, Ada2b, piwi, CG3708, CG7379, su(Hw), Rif1, Nurf-38, ash1, Asx, E(var)3-9, CG33060, Mst77F, e(y)2b, brm, wds, Hsc70-4, Mcm10, tou, Stat92E, yki, bon, msl-2, Cfp1, CG10909, CG42355, Art6, Topors, MrgBP, CG31703, CoRest, Nipped-B, sti, Tctp, Taf12, CG5815, HipHop, chm, hyx, HP1b, san, Art9, YL-1, pgc, corto, polybromo, snky, Br140, Spt6, Dpy-30L2, sna, Dpy-30L1, AGO2, Atu, Rtf1, hyd, mu2, CG9246, trx, d4, Sfmbt, HP1e, CG6204, asf1, Chd3, bur, cid, Dsp1, Pa1, pho, Dcr-2, Ada2a, pont, CG12498, CG6244, HP4, dgt1, U2A, HDAC4
GO:0006812	cation transport	3.98e-4	1.2526609656203693	iav, Shawl, GluRIB, TrpA1, eag, CG42265, CG12061, na, CG3078, Pkd2, nompC, CG4587, CG1688, Sytbeta, GluRIA, ppk17, Grd, Mid1, Rgk1, DAT, ppk, Wnk, AdoR, CG17167, CG9444, CG42594, CG15270, CG3822, nAChRalpha3, CG42260, GluRIIE, CG5421, CG42817, ppk30, Elk, unc80, CG31100, Nach, Trpgamma, ppk20, Tret1-2, ppk8, Rgk2, GluRIID, pyx, CngA, ppk22, CG7309, Teh1, Ir76b, Syt12, CG43155, prt, cac, Vha68-3, CG2121, stj, ppk26, CG1090, CG32669, CG33282, ppk10, nAChRalpha2, Nedd4, Task6, yin, nAChRalpha1, Rgk3, CD98hc, Teh4, Ucp4C, CG8837, ppk3, ZnT33D, Orco, Cam, CngB, CG42340, GluRIIA, Shaw, dpr3, CG1208, ppk28, rtv, ppk11, ppk23, SerT, Ca-alpha1D, NaCP60E, CG7708, Tpc2, Vha36-2, ppk14, CG8249, nan, NKAIN, GluRIIC, KCNQ, VhaAC39-2, Teh3, CG34396, sei, Vha16-4, wtrw, ppk5, mfrn, ZnT63C, ppk12, CG45063, Vha100-3, Cnx99A, CG33310, CG14606, Ucp4B, CapaR, GluRIIB, CG11703, Zip71B, CG5888, VhaAC39-1, Vha16-2, Vha68-2, Porin2, CG44296, Atpalpha, CG10864, ppk19, Prosap, CG9194, CG33181, Letm1, Sytalpha, Ctr1C, CG3285, Syt7, Zip99C, ppk9, Cngl, slif, Vha55, nAChRalpha7, CG14605, Fer3HCH, CG12773, FKBP59, ppk31, CG10960, ppk16, Ndfip, VhaPPA1-2, VhaM9.7-d, Shal, nAChRalpha6, homer, Vha14-2, ppk25, ppk7, ZnT77C, Catsup, brv1, Vha100-2, brv3, tipE, ppk6, Synj, Vha16-5, CG17300, Shab, CG4239, Vmat, blw, Prestin, Rh50, Ntl, CG15408, foi, Nhe2, CG4704, ppk15, ppk29, VhaM9.7-a, Vha36-3, Fer2LCH, Ca-alpha1T, nrv1, nAChRalpha5, levy, ppk24, Task7, CG31644, Irk2, ppk13, CG33281, Sec61alpha
GO:0001738	morphogenesis of a polarized epithelium	3.98e-4	1.4772337684731562	stan, ft, d, Abi, hbs, fw, CadN2, fred, otk, spen, rdx, grh, ds, nej, CadN, lola, rin, dco, Cdc42, mwh, tsr, pk, ara, cno, hep, yrt, zip, aop, Akap200, fj, shg, caup, Mtl, nmo, sca, dsh, sqh, in, l(2)gl, Rala, hop, scrib, par-1, msk, msn, fwd, Rho1, flr, aPKC, spi, ed, ec, N, gish, ro, Wnt4, Ras85D, puc, S, Mks1, Rac1, Rok, Pburs, Dl, CG15283, Patj, Dhc64C, tow
GO:0022603	regulation of anatomical structure morphogenesis	4.25e-4	1.3169019373159199	stan, ft, Dscam1, bif, lz, Abi, eff, sv, BRWD3, mtsh, Drp1, Fmr1, Rab11, Efhc1.1, otk, tgo, kirre, Hr51, capt, Dlic, mmy, ds, Abl, CadN, ss, Cdc42, ssh, Abd-B, chn, NetB, pk, Lis-1, ovo, nau, zye, Nedd4, cno, btl, Pgam5-2, kn, G9a, Mbs, CG34401, Mad, Mlf, nudE, sav, mbt, zip, kuz, aop, Akap200, Src64B, eve, RasGAP1, slpr, wts, RhoGEF2, Rab35, Dfd, chic, Mtl, kat-60L1, dsh, Cad86C, PDZ-GEF, l(2)gl, Rala, trc, Moe, hop, lbe, Pak3, tap, Src42A, par-1, msn, oc, fwd, cdi, Rho1, alph, Dab, aPKC, tsh, ed, ec, Mcm10, N, Sec24CD, neo, gish, Trim9, ro, Mer, Rab1, Su(H), Dok, Ras85D, WASp, Hem, raw, Pak, Arpc2, Pink1, Dref, Opa1, nyo, SCAR, Mks1, Pax, RhoGAPp190, lva, Rac1, Cyt-c-d, Rok, nudC, Pburs, Marf, CG15283, bnk, ttk, htl, csw, sinah, rib, DAAM, Lrrk, wg, pyd, mspo
GO:0035218	leg disc development	4.54e-4	1.5035532615200478	d, e(y)3, Ser, bab1, Poxn, Bap170, Gug, B-H2, ru, mor, dac, osa, ss, RhoGAP92B, lbl, al, tsr, pk, ovo, dx, rn, Mad, Rab5, ftz-f1, Su(dx), fj, skd, sob, jing, TfAP-2, dsh, Drak, lgs, Sos, hop, C15, lbe, vg, RhoGAP71E, Rho1, RhoGAP54D, brm, tsh, Lim1, N, B-H1, Ras85D, Pak, hyx, RhoGAP19D, l(3)psg2, polybromo, Pax, RhoGAP68F, btd, Dl, Hs3st-B, H15, Dsp1, Dll, vn
GO:0060322	head development	7.55e-4	1.4241305937894806	stan, Dscam1, cib, cas, Fmr1, tgo, apt, MCPH1, Hr51, pb, Uba1, erm, ab, ey, dac, Tao, brat, dhd, bun, ssh, PsGEF, asp, enok, tsr, Antp, Lis-1, tll, robo3, kn, wor, tio, croc, usp, chinmo, ftz-f1, mbt, mud, Src64B, hb, ced-6, eve, shg, Dmtn, Dfd, chic, ftz, jing, D, CkIIbeta, gt, toy, tap, oc, tsh, Prosap, SMC1, bchs, en, Nipped-B, tacc, RhoGAPp190, ems, bsh, exd, btd, ebo, unpg, alpha-Cat, gcm, DAAM, Dhc64C, babo, Dll, vn, S-Lap1
